STITCH ID STEREO,MEDRA TERM UMLS CONCEPT ID,se_count
CID000443385,"['C0016204', 'C0948586', 'C0687713', 'C0000737', 'C0001824', 'C0011991', 'C0242528', 'C0042029', 'C0027497', 'C0027947', 'C0030193', 'C0015230', 'C0033687', 'C0002792', 'C0018520', 'C0152008', 'C0162323', 'C0025345', 'C0026946', 'C0237849', 'C0009319', 'C0042571', 'C0006840', 'C0011603', 'C0040034', 'C0004623', 'C0014175', 'C0016436', 'C0028961', 'C0042963', 'C0042109', 'C0042998', 'C0014742', 'C0041834', 'C0332534', 'C0038325', 'C0014591', 'C0009806', 'C0853813', 'C0025874', 'C0011606', 'C0520588', 'C0013378', 'C0014457', 'C0041912', 'C0600228', 'C0404521', 'C0014868', 'C0013395', 'C0700345', 'C0023530', 'C0021368', 'C0238106', 'C0013428', 'C0012833', 'C0018681', 'C0020517', 'C1257843', 'C0042267', 'C0020649', 'C0340865', 'C0017178', 'C1609512', 'C0020550', 'C0000833', 'C0022346', 'C0033774', 'C0040046', 'C0423791', 'C0036508']",70
CID000443872,"['C0020461', 'C0948586', 'C0042029', 'C0006277', 'C0027497', 'C0595930', 'C0853692', 'C0013404', 'C0522055', 'C0267792', 'C0026858', 'C2047937', 'C0004093', 'C0014130', 'C0855242', 'C0020580', 'C0009806', 'C0853034', 'C0011570', 'C0020557', 'C0151662', 'C0016382', 'C0011175', 'C0031350', 'C0042373', 'C0042514', 'C0085649', 'C0015967', 'C0002871', 'C0011071', 'C0595877', 'C0016204', 'C0740394', 'C0687713', 'C0000737', 'C0011991', 'C0041969', 'C0231528', 'C0553732', 'C0020433', 'C0027051', 'C0040264', 'C0011603', 'C0020456', 'C0151904', 'C0004936', 'C0017168', 'C1443060', 'C0041657', 'C0011849', 'C0235639', 'C2979982', 'C0031117', 'C0037274', 'C1565489', 'C0014457', 'C0041912', 'C0004604', 'C0018418', 'C0018681', 'C0231218', 'C0002994', 'C0025061', 'C0037763', 'C0039070', 'C0007820', 'C0085612', 'C0023212', 'C0007222', 'C0521839', 'C0035078', 'C0036974', 'C0151539', 'C0008325', 'C0020621', 'C0151905', 'C0009450', 'C0948089', 'C0032285', 'C0235431', 'C0009782', 'C0004238', 'C0259749', 'C0027765', 'C0013395', 'C0034063', 'C0008031', 'C1384353', 'C0235416', 'C0162429', 'C0017178', 'C0020651', 'C0002962', 'C0030193', 'C0015230', 'C0033687', 'C0015672', 'C0025345', 'C0020443', 'C0010200', 'C0042075', 'C0002965', 'C0024902', 'C1956346', 'C0042963', 'C0948594', 'C0003862', 'C0917801', 'C0020625', 'C0234215', 'C0011124', 'C0001925', 'C0438142', 'C0012833', 'C0018799', 'C0020458', 'C0020676', 'C0020649', 'C0853760', 'C0018965', 'C0033774']",121
CID000443878,"['C0687713', 'C0000737', 'C0011991', 'C0018524', 'C0039231', 'C0043094', 'C0030252', 'C0002792', 'C0521839', 'C0015672', 'C0037199', 'C0151908', 'C0009676', 'C0042571', 'C0009450', 'C2830004', 'C0004093', 'C0314719', 'C1443060', 'C0948594', 'C0080274', 'C0003862', 'C0043349', 'C0009806', 'C0233794', 'C0011253', 'C3665347', 'C0013395', 'C0043352', 'C0003467', 'C0233407', 'C0013428', 'C0008031', 'C0152198', 'C0012833', 'C0018681', 'C0085649', 'C0340865', 'C0002994', 'C0497327']",40
CID000443884,"['C0687713', 'C0000737', 'C0011991', 'C0018524', 'C0030252', 'C0027497', 'C0036974', 'C0020538', 'C0013404', 'C0010073', 'C0027051', 'C0040264', 'C0042571', 'C0428977', 'C0043049', 'C0042963', 'C0948089', 'C2004435', 'C0027424', 'C0017086', 'C0687133', 'C0026896', 'C0034063', 'C0008031', 'C0085616', 'C0012833', 'C0018681', 'C2720436', 'C0020458', 'C0020649', 'C0037763', 'C0014863', 'C0018965', 'C0040046', 'C0241950', 'C0085612']",36
CID000443936,"['C0152459', 'C0010037', 'C0085636', 'C0043094', 'C0344232', 'C1112366', 'C0022073', 'C0235266', 'C0019348', 'C0005741', 'C0423281', 'C0314719', 'C0151601', 'C0042164', 'C0259799', 'C0205204', 'C0020452', 'C0008925', 'C0234632', 'C1096274', 'C0423602', 'C0232910', 'C0015403', 'C0022081', 'C0161479', 'C0423271', 'C0014583', 'C0271051', 'C0014236', 'C1761613', 'C0018681', 'C0030332', 'C0152227', 'C0032961', 'C0033774', 'C0235259', 'C0151827']",37
CID000443943,"['C0152459', 'C0038999', 'C0011616', 'C0034212', 'C0020538', 'C0013491', 'C0026113', 'C0271738', 'C0011603', 'C0030920', 'C0009450', 'C0549567', 'C0016436', 'C0041834', 'C0019572', 'C0151786', 'C0333641', 'C0085624', 'C1323189', 'C0020555', 'C0151514', 'C0234894', 'C0235259', 'C0013604', 'C0162835']",25
CID000443953,"['C0014518', 'C0687713', 'C0000737', 'C0011991', 'C0027497', 'C0002792', 'C0015230', 'C0151766', 'C0232462', 'C0042963', 'C0042109', 'C0014742', 'C0038325', 'C0011053', 'C0030305', 'C0040479', 'C0036572', 'C0042514', 'C0020517', 'C1257843', 'C0019158', 'C1384666', 'C0086565', 'C0085612']",24
CID000443958,"['C0152459', 'C0030193', 'C0011616', 'C0034212', 'C0026113', 'C0271738', 'C0039446', 'C0011603', 'C0009450', 'C0016436', 'C0333641', 'C0234233', 'C0085641', 'C1323189', 'C0020555', 'C0151514', 'C0234894', 'C0033774', 'C0235259', 'C0162835']",20
CID000444006,"['C0948586', 'C0162119', 'C0038362', 'C0027497', 'C0027947', 'C0019080', 'C0836924', 'C0311468', 'C0232462', 'C0542571', 'C0595916', 'C0004093', 'C0009806', 'C0234458', 'C0023530', 'C0231170', 'C0020517', 'C1257843', 'C0030312', 'C0042267', 'C0085649', 'C0015967', 'C0026826', 'C0595877', 'C0016204', 'C0687713', 'C0000737', 'C0006849', 'C0011991', 'C0231528', 'C0227791', 'C0035455', 'C0026946', 'C0009319', 'C0011603', 'C0020456', 'C0151904', 'C2830004', 'C0853698', 'C0038826', 'C0038325', 'C0744727', 'C0014457', 'C0206062', 'C0233494', 'C0018681', 'C0151872', 'C0086565', 'C0014518', 'C0001824', 'C0004096', 'C0232461', 'C0034068', 'C0002874', 'C0085631', 'C0424295', 'C0151539', 'C0022660', 'C0151766', 'C0151905', 'C0852911', 'C0235431', 'C0036572', 'C0014724', 'C0013395', 'C0043352', 'C0039971', 'C0750394', 'C3665624', 'C0002878', 'C0017178', 'C0151563', 'C0002792', 'C0030193', 'C0015230', 'C0033687', 'C0518015', 'C0853777', 'C0037199', 'C0221742', 'C0006840', 'C0040034', 'C0042963', 'C0948594', 'C0042109', 'C0014742', 'C0003862', 'C0917801', 'C0027769', 'C0013378', 'C0020625', 'C0404521', 'C0700345', 'C0012833', 'C0020458', 'C0020649', 'C0340865', 'C0853760', 'C1609512', 'C0018965', 'C0033774', 'C0008370']",102
CID000444008,"['C0038454', 'C0231528', 'C0016977', 'C0043094', 'C0227791', 'C0344232', 'C0007868', 'C0015230', 'C0232487', 'C0025218', 'C0026946', 'C0027051', 'C0006145', 'C0011603', 'C0232495', 'C0262397', 'C0034065', 'C0948594', 'C0042998', 'C0014742', 'C0030794', 'C0003862', 'C0948089', 'C0232409', 'C1112274', 'C2979982', 'C0476089', 'C0037274', 'C0877338', 'C3665347', 'C0702166', 'C0149931', 'C0700345', 'C0240515', 'C1368065', 'C0012833', 'C0018681', 'C0027651', 'C0549288', 'C0476427', 'C0497327', 'C0340726', 'C2697368', 'C0017178', 'C1609512', 'C0033774', 'C0033777', 'C0013604', 'C0014743', 'C0302592', 'C0020453']",51
CID000444013,"['C0162119', 'C0042029', 'C0027497', 'C0344232', 'C0438215', 'C0019080', 'C0013404', 'C0009676', 'C0151605', 'C2242737', 'C1619692', 'C0232462', 'C0542571', 'C2047937', 'C0948525', 'C0004093', 'C0030554', 'C0151594', 'C0151786', 'C1527344', 'C0037383', 'C0020580', 'C0014591', 'C0009806', 'C0853034', 'C0020615', 'C1260880', 'C0023066', 'C0016382', 'C0031350', 'C0025222', 'C0042373', 'C0037036', 'C0014236', 'C0012569', 'C0020517', 'C0085649', 'C3263723', 'C0015967', 'C0026826', 'C0700184', 'C0016204', 'C0687713', 'C0000737', 'C0011991', 'C0041969', 'C0231528', 'C0085593', 'C0035455', 'C0021053', 'C0013491', 'C0030232', 'C0340464', 'C0040264', 'C0034886', 'C0042571', 'C0011603', 'C0019348', 'C0020456', 'C0085096', 'C0004936', 'C0040409', 'C2830004', 'C0028961', 'C1443060', 'C0151889', 'C0027441', 'C0011168', 'C0041657', 'C0239454', 'C0027424', 'C0853813', 'C0025874', 'C0235639', 'C2979982', 'C0151888', 'C0009763', 'C0037274', 'C0004604', 'C0151664', 'C0011551', 'C0851578', 'C0233494', 'C0018681', 'C0231218', 'C0021400', 'C0085614', 'C0025061', 'C0037763', 'C0232431', 'C0038358', 'C0013456', 'C0687707', 'C0151827', 'C0039070', 'C1510410', 'C0003811', 'C0004096', 'C0232461', 'C0039231', 'C0030252', 'C0034880', 'C0018500', 'C0277925', 'C0036974', 'C0085631', 'C0151908', 'C0006266', 'C0151905', 'C0232726', 'C0002622', 'C0032285', 'C0235431', 'C0085624', 'C0151205', 'C0027765', 'C0151734', 'C0036572', 'C0014724', 'C0013395', 'C0043352', 'C0003467', 'C0007859', 'C0151735', 'C0008031', 'C0233407', 'C0039971', 'C0162429', 'C0017178', 'C0040046', 'C0013604', 'C0278134', 'C0018524', 'C0221201', 'C2939147', 'C0013390', 'C0002792', 'C0020598', 'C0015230', 'C0030193', 'C0002418', 'C0518015', 'C0015672', 'C0151505', 'C0020538', 'C0037199', 'C0010200', 'C0042075', 'C0024902', 'C0040034', 'C0236071', 'C0042963', 'C0948594', 'C0042109', 'C0014742', 'C0041834', 'C0030794', 'C0003862', 'C0020437', 'C0917801', 'C1142412', 'C0027769', 'C0015397', 'C0151878', 'C0155169', 'C0013378', 'C0019079', 'C0020625', 'C1320474', 'C0151767', 'C0234215', 'C0235710', 'C0013428', 'C0236024', 'C0085616', 'C0012833', 'C0438142', 'C0018799', 'C0020458', 'C0025289', 'C0020649', 'C0851536', 'C0040822', 'C0018965', 'C0033774']",185
CID000444025,"['C0010037', 'C0085636', 'C0030193', 'C0344232', 'C0035455', 'C0022568', 'C0235266', 'C0019348', 'C0314719', 'C0151601', 'C0042164', 'C0239454', 'C0151692', 'C1096274', 'C0423602', 'C0009763', 'C0015403', 'C0234215', 'C0031350', 'C3665347', 'C0161479', 'C1761613', 'C0018681', 'C1096278', 'C0152227', 'C0033774', 'C0235259', 'C0151827']",28
CID000444030,"['C0038454', 'C0038362', 'C0042029', 'C0006277', 'C0027497', 'C0344232', 'C0013404', 'C0009676', 'C0242350', 'C0542571', 'C0004093', 'C0009806', 'C0233632', 'C0231919', 'C0031350', 'C0042373', 'C0020517', 'C0042267', 'C0085649', 'C3263723', 'C0016204', 'C0687713', 'C0000737', 'C0011991', 'C0041969', 'C0016977', 'C0035455', 'C0011603', 'C0151904', 'C0004936', 'C2830004', 'C1306341', 'C1443060', 'C0041657', 'C0149745', 'C0232849', 'C0037274', 'C0004604', 'C0344315', 'C0018681', 'C0021400', 'C0002994', 'C0025061', 'C0039070', 'C0039231', 'C0030252', 'C0036974', 'C0151908', 'C0151905', 'C0009450', 'C0314719', 'C0600260', 'C0027765', 'C0013395', 'C0043352', 'C1384353', 'C0017178', 'C0013604', 'C0018524', 'C0043094', 'C0002792', 'C0030193', 'C0015230', 'C0020538', 'C0037199', 'C0010200', 'C0042075', 'C0006145', 'C0042963', 'C0948594', 'C0014742', 'C0080274', 'C0035243', 'C0003862', 'C0917801', 'C0015397', 'C0013378', 'C3665347', 'C0404521', 'C0012833', 'C0020458', 'C0033774']",82
CID000444036,"['C0152459', 'C0006277', 'C0027497', 'C0232487', 'C0235761', 'C0011616', 'C0344232', 'C0013595', 'C0042769', 'C0013404', 'C0011615', 'C0010481', 'C0542571', 'C2047937', 'C0016436', 'C0848309', 'C0014130', 'C1527344', 'C0037383', 'C0020580', 'C0014591', 'C0022107', 'C0231919', 'C1260880', 'C0031350', 'C0347390', 'C0020517', 'C0853908', 'C0015967', 'C0700184', 'C0162835', 'C0687713', 'C0000737', 'C0006849', 'C0011991', 'C0021053', 'C0043144', 'C0235266', 'C0001622', 'C0011603', 'C0019348', 'C0020456', 'C0162285', 'C0004936', 'C0016658', 'C0151934', 'C1443060', 'C0027441', 'C0025320', 'C2364111', 'C0027424', 'C0011849', 'C0005758', 'C0015256', 'C0009763', 'C0037274', 'C2363730', 'C2363731', 'C0041912', 'C0851578', 'C0018681', 'C0231218', 'C0020555', 'C0002994', 'C0025061', 'C0948070', 'C0152030', 'C0152081', 'C0004096', 'C0521839', 'C0236072', 'C0085631', 'C0026113', 'C0424295', 'C0039446', 'C0017601', 'C0006266', 'C0009450', 'C0085932', 'C0234708', 'C0029453', 'C0027765', 'C0043352', 'C0003467', 'C0008031', 'C0021099', 'C1384353', 'C0149725', 'C0162429', 'C0013604', 'C0029456', 'C0033860', 'C0235234', 'C0002792', 'C0030193', 'C0015230', 'C0234913', 'C2607914', 'C0020538', 'C0037199', 'C0086543', 'C0010200', 'C0037195', 'C0271738', 'C0006840', 'C0042963', 'C0016655', 'C0042109', 'C0041834', 'C0264267', 'C0205204', 'C0037278', 'C0015397', 'C0000731', 'C0234215', 'C0858259', 'C0009938', 'C0012833', 'C0151514', 'C0234894', 'C0340865', 'C0152227', 'C0033774', 'C0151686']",124
CID000444412,['C1325847'],1
CID000444795,"['C0152459', 'C0853700', 'C0038454', 'C0013362', 'C0085636', 'C0038362', 'C0042029', 'C0027497', 'C0232487', 'C0344232', 'C0011616', 'C0853692', 'C0497156', 'C0019080', 'C0037928', 'C0702266', 'C0009421', 'C0013404', 'C0151740', 'C0009676', 'C0023380', 'C0836924', 'C0011615', 'C0020542', 'C0311468', 'C0002170', 'C0403632', 'C0232462', 'C0026858', 'C2047937', 'C0030353', 'C0016436', 'C0004093', 'C0542571', 'C0853714', 'C0020672', 'C0030554', 'C0151825', 'C0022116', 'C0001122', 'C0028866', 'C0020580', 'C0014591', 'C0009806', 'C0233794', 'C0013447', 'C0020557', 'C0231919', 'C0040053', 'C0521495', 'C0016382', 'C0011175', 'C0031350', 'C0231835', 'C1145670', 'C0426732', 'C0026766', 'C0017181', 'C0020517', 'C1384666', 'C0018808', 'C0085649', 'C0162834', 'C0018801', 'C0013295', 'C0032961', 'C0015967', 'C0031039', 'C0019214', 'C0162835', 'C0016204', 'C0687713', 'C0000737', 'C0011991', 'C0013922', 'C0239571', 'C0041969', 'C0231528', 'C0085593', 'C0006826', 'C0038999', 'C0007642', 'C0007760', 'C0030232', 'C0043144', 'C0027051', 'C0040264', 'C1720775', 'C0011603', 'C2830004', 'C0033845', 'C0010692', 'C0700361', 'C1443060', 'C0017152', 'C0011168', 'C0041657', 'C0232849', 'C0149745', 'C0027424', 'C0005758', 'C0085077', 'C0012739', 'C0853813', 'C0011053', 'C0151888', 'C0232910', 'C0031117', 'C0009763', 'C0037274', 'C0235896', 'C0003537', 'C1565489', 'C0004604', 'C0023052', 'C0018681', 'C0042384', 'C0231218', 'C0575081', 'C0242184', 'C0013456', 'C0152030', 'C0702166', 'C0241057', 'C0235031', 'C0041582', 'C0003811', 'C0004096', 'C0020473', 'C0039231', 'C1325847', 'C0035078', 'C0036974', 'C0521491', 'C0085631', 'C0026113', 'C0151908', 'C0016199', 'C0036454', 'C0237849', 'C0022660', 'C0018790', 'C0039446', 'C0043096', 'C2364164', 'C0332563', 'C0232766', 'C0009450', 'C0034642', 'C0029089', 'C0042023', 'C0948089', 'C0085932', 'C0032285', 'C0018802', 'C0235431', 'C2937358', 'C0024115', 'C0030305', 'C0085584', 'C0413252', 'C0027765', 'C1527311', 'C0036572', 'C0476273', 'C0013395', 'C0043352', 'C0003962', 'C0003467', 'C0919980', 'C0034063', 'C0008031', 'C0151735', 'C0018099', 'C0031542', 'C0007971', 'C0332601', 'C0029408', 'C0497327', 'C0162429', 'C0023518', 'C0017178', 'C0013604', 'C0018800', 'C0278134', 'C0014743', 'C0243026', 'C0020453', 'C0241136', 'C0878544', 'C0239783', 'C0018524', 'C0162830', 'C0546817', 'C0043094', 'C0030193', 'C0015230', 'C0032227', 'C0518015', 'C0005779', 'C0015672', 'C0020538', 'C0037199', 'C0038814', 'C0018991', 'C0020443', 'C0010200', 'C0042075', 'C0006840', 'C0549249', 'C0027059', 'C0234936', 'C0043345', 'C0027121', 'C0948594', 'C0023895', 'C0041834', 'C0042109', 'C0042963', 'C0003862', 'C0020437', 'C0043349', 'C0917801', 'C0029134', 'C0000731', 'C0456909', 'C0234215', 'C0035317', 'C0235710', 'C3665347', 'C0746883', 'C0333355', 'C0235280', 'C0013428', 'C0027339', 'C0854113', 'C0012833', 'C0035854', 'C0019158', 'C0020458', 'C0031046', 'C0020649', 'C0151514', 'C0040822', 'C0234894', 'C0010520', 'C0033774', 'C0151763']",248
CID000445226,"['C0020649', 'C0020456']",2
CID000445354,"['C0020517', 'C0002792']",2
CID000445643,"['C0020461', 'C0013362', 'C0038362', 'C0006277', 'C0027947', 'C0011616', 'C0853692', 'C0019061', 'C0004623', 'C0595916', 'C2047937', 'C0151599', 'C0018824', 'C0001122', 'C0005940', 'C0014591', 'C0149931', 'C0031154', 'C0017181', 'C0020517', 'C0042267', 'C0160390', 'C0162835', 'C0000737', 'C0004239', 'C0006826', 'C0027066', 'C0020456', 'C0085096', 'C0273482', 'C0019372', 'C0004936', 'C0017152', 'C0232849', 'C0031117', 'C0521490', 'C0009763', 'C0011206', 'C0231218', 'C0013298', 'C0038358', 'C0702166', 'C0041582', 'C0001824', 'C0003811', 'C0030252', 'C0018790', 'C0267940', 'C0085628', 'C0233479', 'C0151636', 'C0024299', 'C0948089', 'C0037822', 'C0018784', 'C0030305', 'C0858794', 'C0004238', 'C0085624', 'C0018989', 'C0085692', 'C0438167', 'C0043352', 'C0008031', 'C0018099', 'C0235416', 'C0030196', 'C0155862', 'C0243026', 'C0043094', 'C0002792', 'C0030193', 'C0553692', 'C0002418', 'C0010200', 'C0549249', 'C0005741', 'C0041834', 'C0080274', 'C0877661', 'C0085681', 'C0015397', 'C0022408', 'C0456909', 'C0001925', 'C0035854', 'C0020458', 'C0340279', 'C0018965', 'C0235378', 'C0085636', 'C0042029', 'C0027497', 'C0007785', 'C0013595', 'C1141861', 'C0007286', 'C0013404', 'C0239935', 'C0520966', 'C0403632', 'C0853714', 'C0151798', 'C0151786', 'C0019521', 'C0007117', 'C0011570', 'C0233632', 'C0234458', 'C0040053', 'C0016382', 'C0011175', 'C0085641', 'C0270795', 'C0919671', 'C0023530', 'C0149871', 'C0347390', 'C0015967', 'C0522224', 'C0006849', 'C0155320', 'C1444565', 'C0035455', 'C0021053', 'C0008311', 'C1619712', 'C2830004', 'C0011168', 'C0151692', 'C0027424', 'C0011053', 'C0235896', 'C0001339', 'C0220981', 'C0021368', 'C0344315', 'C0549209', 'C0018681', 'C0027651', 'C0021400', 'C0025061', 'C0004096', 'C0857305', 'C0085633', 'C0035078', 'C0036974', 'C0151539', 'C0022660', 'C0428977', 'C0020295', 'C0852908', 'C0002622', 'C0018802', 'C0853149', 'C0040479', 'C0034067', 'C0034063', 'C2711227', 'C0023518', 'C0040046', 'C0007137', 'C0029456', 'C0878544', 'C0162830', 'C0005779', 'C0086543', 'C0038814', 'C0018991', 'C0042075', 'C0006145', 'C0021308', 'C0042963', 'C0003862', 'C0267941', 'C0027769', 'C0002884', 'C0270612', 'C0013378', 'C0268000', 'C0404521', 'C0012833', 'C0019158', 'C0020676', 'C0020649', 'C0040822', 'C1609512', 'C0033774', 'C0023524', 'C0041747', 'C0008370', 'C0853700', 'C0344232', 'C0029878', 'C0877167', 'C0028734', 'C0009676', 'C0151907', 'C0428974', 'C0151479', 'C0010481', 'C0016436', 'C0004093', 'C0019572', 'C0030554', 'C0151603', 'C0017979', 'C0020615', 'C0019360', 'C0521495', 'C0151717', 'C1384666', 'C0085649', 'C0018801', 'C0022346', 'C3263723', 'C1258215', 'C0002871', 'C0004144', 'C0028738', 'C0016204', 'C0006846', 'C0041969', 'C0231528', 'C0085593', 'C0007642', 'C0020433', 'C0013491', 'C0034902', 'C0011603', 'C0150450', 'C0858797', 'C0518988', 'C0010692', 'C3160858', 'C1443060', 'C0029118', 'C0011849', 'C0038325', 'C1565489', 'C0032584', 'C0033975', 'C0161479', 'C0004604', 'C0341012', 'C0014868', 'C0233472', 'C0151936', 'C0006444', 'C0233494', 'C0000833', 'C0024305', 'C0687707', 'C0151827', 'C0036508', 'C0014356', 'C0525045', 'C0032326', 'C0020473', 'C0232461', 'C0521839', 'C0521491', 'C0043096', 'C0011630', 'C0020621', 'C0151766', 'C0085620', 'C0007114', 'C0232197', 'C0314719', 'C0852911', 'C0042023', 'C0035222', 'C0032285', 'C2937358', 'C0009782', 'C0027796', 'C1112320', 'C0860210', 'C0027765', 'C0013395', 'C0003467', 'C0007859', 'C0235063', 'C0021099', 'C0039971', 'C1458155', 'C0426390', 'C0017178', 'C0877096', 'C0018524', 'C0546817', 'C2939147', 'C0002962', 'C0015230', 'C0549463', 'C0040034', 'C0270790', 'C0600142', 'C0948594', 'C0020437', 'C0037278', 'C0151878', 'C0011606', 'C0020625', 'C0234215', 'C0235710', 'C0030552', 'C0003460', 'C0855775', 'C0025202', 'C0085605', 'C0497156', 'C0019080', 'C0009421', 'C0019270', 'C0522055', 'C0267792', 'C0234144', 'C0002170', 'C0232462', 'C0010823', 'C0242301', 'C0542571', 'C0014130', 'C0009806', 'C0013447', 'C0020557', 'C0151662', 'C0031350', 'C0028084', 'C0042373', 'C1145670', 'C0034359', 'C0026766', 'C0042134', 'C0011334', 'C0030312', 'C0151723', 'C0042035', 'C0031039', 'C0026826', 'C0740394', 'C0687713', 'C0011991', 'C0553732', 'C0037286', 'C0023067', 'C0027051', 'C0009319', 'C0040264', 'C0042571', 'C1720775', 'C0019348', 'C0017168', 'C0026884', 'C0028961', 'C1306341', 'C0041657', 'C0149745', 'C0438173', 'C0012739', 'C0037274', 'C0020640', 'C0236075', 'C0151664', 'C0206062', 'C0008049', 'C0037763', 'C0019156', 'C0040435', 'C0013456', 'C0152030', 'C2586050', 'C0039070', 'C0085612', 'C0014518', 'C0007222', 'C0029443', 'C0039231', 'C0010709', 'C0085631', 'C0151908', 'C0151744', 'C0030446', 'C0022658', 'C0009450', 'C0151601', 'C0085932', 'C0235431', 'C0029882', 'C0024115', 'C0085584', 'C0042024', 'C0036572', 'C0476273', 'C0085682', 'C0003962', 'C0233407', 'C0020639', 'C0031542', 'C1384353', 'C0029408', 'C0162429', 'C0423791', 'C0002878', 'C0020651', 'C0013604', 'C0855335', 'C0002063', 'C0020453', 'C0853785', 'C0003864', 'C3203356', 'C0013390', 'C0020598', 'C0032227', 'C0037299', 'C0518015', 'C0034155', 'C0020538', 'C0032461', 'C0037199', 'C0020443', 'C0006840', 'C0022354', 'C0242973', 'C0234936', 'C0042510', 'C0042109', 'C0014742', 'C0917801', 'C0000731', 'C0024314', 'C3665347', 'C0151474', 'C0700345', 'C0013428', 'C0027339', 'C0018799', 'C0340865', 'C0151763', 'C0522063', 'C0017160']",444
CID000446155,"['C0085605', 'C0042029', 'C0006277', 'C0027497', 'C0013595', 'C0013404', 'C0009676', 'C0242350', 'C0267792', 'C0002170', 'C0232462', 'C0542571', 'C2047937', 'C0004093', 'C0151798', 'C0032533', 'C0030554', 'C0151786', 'C0028866', 'C0020580', 'C0009806', 'C0233794', 'C0853034', 'C0234233', 'C0345904', 'C0427055', 'C0016382', 'C0031350', 'C0042373', 'C0023530', 'C0024141', 'C0438717', 'C1368065', 'C0020517', 'C0085649', 'C3263723', 'C0015967', 'C0016204', 'C0687713', 'C0000737', 'C0011991', 'C0231528', 'C0085593', 'C1142028', 'C0035455', 'C0021053', 'C0042571', 'C0011603', 'C2239176', 'C0038354', 'C0004936', 'C3267047', 'C1443060', 'C0232492', 'C0017152', 'C0027441', 'C0041657', 'C0038325', 'C2981158', 'C0026848', 'C0031117', 'C0009763', 'C0037274', 'C0027080', 'C0001339', 'C0014457', 'C0236075', 'C0041912', 'C0004604', 'C0853875', 'C0028259', 'C0018418', 'C0018681', 'C0042384', 'C0231218', 'C0021400', 'C0002994', 'C0037763', 'C0040435', 'C0520463', 'C0039070', 'C0014518', 'C0003811', 'C1510497', 'C0521839', 'C0036974', 'C0231807', 'C0022660', 'C0009450', 'C0029089', 'C0002622', 'C0085932', 'C0009782', 'C0030305', 'C0004238', 'C0151480', 'C0027765', 'C0014724', 'C0013395', 'C0003467', 'C0919980', 'C0008031', 'C1384353', 'C0029408', 'C0002878', 'C0017178', 'C0035410', 'C0030196', 'C0021775', 'C1142139', 'C0162830', 'C0003864', 'C0009241', 'C0034150', 'C0002792', 'C0030193', 'C0015230', 'C0392699', 'C0015672', 'C0020538', 'C0037199', 'C0086543', 'C0010200', 'C0006145', 'C0040034', 'C0600142', 'C0022354', 'C0027121', 'C0948594', 'C0042109', 'C0014742', 'C0041834', 'C0042963', 'C0003862', 'C0917801', 'C0022408', 'C0013378', 'C0234215', 'C3665347', 'C0012833', 'C0018799', 'C0019158', 'C0020458', 'C0040822', 'C0033774']",145
